Zip Code,Location,Population,Avg. Income/H/hold,City,Latitude,Longitude,NatRank
77362,"30.151236, -95.676581","3,144",48514.00,Pinehurst,30.151236,95.676581,"6,517"
76015,"32.691638, -97.135959","16,063",48511.00,Arlington,32.691638,97.135959,"6,518"
79344,"33.870455, -102.953011",182,48438.00,Maple,33.870455,2.953011,"6,542"
76050,"32.275509, -97.175538","5,180",48425.00,Grandview,32.275509,97.175538,"6,551"
76036,"32.570920, -97.421290","12,731",48342.00,Crowley,32.57092,97.42129,"6,584"
78148,"29.549609, -98.300359","19,084",48340.00,Universal City,29.549609,98.300359,"6,586"
76502,"31.082835, -97.390527","22,975",48266.00,Temple,31.082835,97.390527,"6,612"
75149,"32.770132, -96.609105","54,693",48245.00,Mesquite,32.770132,96.609105,"6,624"
77025,"29.688811, -95.434780","23,581",48232.00,Houston,29.688811,95.43478,"6,626"
75152,"32.439873, -96.678049","3,440",48220.00,Palmer,32.439873,96.678049,"6,629"
78235,"29.346131, -98.435643",692,48214.00,San Antonio,29.346131,98.435643,"6,635"
78640,"29.996292, -97.840760","16,001",48134.00,Kyle,29.996292,97.84076,"6,663"
75165,"32.369077, -96.799737","28,596",48092.00,Waxahachie,32.369077,96.799737,"6,685"
78374,"27.892011, -97.318641","15,550",48090.00,Portland,27.892011,97.318641,"6,686"
76266,"33.357259, -97.209559","10,353",48026.00,Sanger,33.357259,97.209559,"6,710"
77545,"29.529626, -95.476898","6,721",47843.00,Fresno,29.529626,95.476898,"6,792"
76258,"33.371246, -96.933242","5,886",47783.00,Pilot Point,33.371246,96.933242,"6,820"
77098,"29.734813, -95.416098","12,179",47703.00,Houston,29.734813,95.416098,"6,859"
75189,"32.942050, -96.311660","10,250",47664.00,Royse City,32.94205,96.31166,"6,879"
75707,"32.301643, -95.177971","10,956",47646.00,Tyler,32.301643,95.177971,"6,887"
78612,"30.085784, -97.483248","9,063",47601.00,Cedar Creek,30.085784,97.483248,"6,908"
77461,"29.393325, -95.774833","8,136",47551.00,Needville,29.393325,95.774833,"6,936"
77651,"29.980987, -93.960297","13,594",47523.00,Port Neches,29.980987,93.960297,"6,943"
75058,"33.446595, -96.723568","2,160",47500.00,Gunter,33.446595,96.723568,"6,967"
78626,"30.659122, -97.618195","19,630",47369.00,Georgetown,30.659122,97.618195,"7,017"
75424,"33.322305, -96.389116","2,845",47361.00,Blue Ridge,33.322305,96.389116,"7,021"
77707,"30.053431, -94.170654","16,301",47321.00,Beaumont,30.053431,94.170654,"7,031"
76539,"31.071897, -98.005006","5,773",47305.00,Kempner,31.071897,98.005006,"7,037"
76064,"32.302367, -97.037219","1,268",47153.00,Maypearl,32.302367,97.037219,"7,117"
77448,"29.416447, -96.085418",662,47132.00,Hungerford,29.416447,96.085418,"7,136"
78725,"30.228676, -97.594967","1,836",47076.00,Austin,30.228676,97.594967,"7,170"
76207,"33.238419, -97.168496","5,968",47014.00,Denton,33.238419,97.168496,"7,200"
75146,"32.562754, -96.752848","15,436",46995.00,Lancaster,32.562754,96.752848,"7,209"
78410,"27.831566, -97.581890","23,633",46975.00,Corpus Christi,27.831566,97.58189,"7,221"
77302,"30.221850, -95.338806","12,370",46927.00,Conroe,30.22185,95.338806,"7,252"
75402,"33.074665, -96.056204","14,053",46878.00,Greenville,33.074665,96.056204,"7,280"
77521,"29.802438, -94.970225","37,976",46864.00,Baytown,29.802438,94.970225,"7,303"
79423,"33.439976, -101.855463","23,992",46849.00,Lubbock,33.439976,1.855463,"7,311"
76638,"31.550029, -97.450011","2,430",46833.00,Crawford,31.550029,97.450011,"7,315"
75495,"33.435660, -96.549913","5,504",46818.00,Van Alstyne,33.43566,96.549913,"7,325"
76253,"33.622637, -97.317511",260,46771.00,Myra,33.622637,97.317511,"7,353"
79562,"32.240687, -99.919027","2,448",46696.00,Tuscola,32.240687,99.919027,"7,404"
79606,"32.348505, -99.839983","18,107",46652.00,Abilene,32.348505,99.839983,"7,426"
76073,"33.115500, -97.716144","4,132",46570.00,Paradise,33.1155,97.716144,"7,462"
77057,"29.744068, -95.489210","35,491",46563.00,Houston,29.744068,95.48921,"7,466"
75150,"32.813863, -96.630980","55,400",46470.00,Mesquite,32.813863,96.63098,"7,518"
78209,"29.488728, -98.457602","40,675",46417.00,San Antonio,29.488728,98.457602,"7,544"
78239,"29.516184, -98.361849","24,868",46376.00,San Antonio,29.516184,98.361849,"7,558"
78251,"29.462006, -98.676785","26,070",46290.00,San Antonio,29.462006,98.676785,"7,595"
79744,"30.887501, -102.057411","1,496",46250.00,Iraan,30.887501,2.057411,"7,613"
77396,"29.952802, -95.268393","23,302",46167.00,Humble,29.952802,95.268393,"7,683"
77096,"29.674133, -95.478354","33,987",46140.00,Houston,29.674133,95.478354,"7,694"
76133,"32.652918, -97.379538","46,073",46097.00,Fort Worth,32.652918,97.379538,"7,719"
76022,"32.830566, -97.144497","14,038",46091.00,Bedford,32.830566,97.144497,"7,726"
78662,"29.950856, -97.434287","2,078",46078.00,Red Rock,29.950856,97.434287,"7,736"
78244,"29.474773, -98.355822","17,672",46067.00,San Antonio,29.474773,98.355822,"7,744"
77466,"29.812489, -95.999347",753,46042.00,Pattison,29.812489,95.999347,"7,759"
78063,"29.692956, -98.922426","7,851",46012.00,Pipe Creek,29.692956,98.922426,"7,783"
76014,"32.691989, -97.089948","31,127",46007.00,Arlington,32.691989,97.089948,"7,784"
79934,"31.953286, -106.460015","10,081",45990.00,El Paso,31.953286,6.460015,"7,795"
78602,"30.115753, -97.324161","18,229",45955.00,Bastrop,30.115753,97.324161,"7,823"
75287,"32.999309, -96.841688","45,291",45919.00,Dallas,32.999309,96.841688,"7,844"
77535,"30.054387, -94.921866","28,049",45908.00,Dayton,30.054387,94.921866,"7,851"
78121,"29.342424, -98.084899","7,606",45868.00,La Vernia,29.342424,98.084899,"7,873"
76044,"32.440409, -97.538713","3,267",45845.00,Godley,32.440409,97.538713,"7,886"
76268,"33.614762, -96.761899",150,45625.00,Southmayd,33.614762,96.761899,"8,003"
77627,"29.979423, -94.008134","21,839",45609.00,Nederland,29.979423,94.008134,"8,023"
77082,"29.724490, -95.640002","36,201",45598.00,Houston,29.72449,95.640002,"8,027"
76078,"33.093129, -97.462590","5,158",45581.00,Rhome,33.093129,97.46259,"8,041"
78233,"29.553465, -98.361875","36,065",45575.00,San Antonio,29.553465,98.361875,"8,046"
79091,"34.936469, -102.110572",143,45536.00,Umbarger,34.936469,2.110572,"8,064"
75407,"33.151747, -96.483157","9,679",45532.00,Princeton,33.151747,96.483157,"8,065"
78933,"29.774176, -96.365569",766,45417.00,Cat Spring,29.774176,96.365569,"8,134"
78245,"29.392067, -98.740355","30,721",45410.00,San Antonio,29.392067,98.740355,"8,143"
76542,"31.019351, -97.847408","24,748",45371.00,Killeen,31.019351,97.847408,"8,160"
78883,"29.646640, -99.359122",261,45341.00,Tarpley,29.64664,99.359122,"8,180"
75116,"32.660660, -96.911882","18,185",45314.00,Duncanville,32.66066,96.911882,"8,190"
76630,"31.339327, -97.225960","1,779",45313.00,Bruceville,31.339327,97.22596,"8,193"
78621,"30.331077, -97.360305","16,299",45263.00,Elgin,30.331077,97.360305,"8,230"
78234,"29.460597, -98.438554","5,390",45185.00,San Antonio,29.460597,98.438554,"8,270"
75503,"33.522033, -94.127459","21,258",45177.00,Texarkana,33.522033,94.127459,"8,275"
77043,"29.806532, -95.567179","24,470",45141.00,Houston,29.806532,95.567179,"8,291"
77480,"29.063593, -95.752134","7,316",45124.00,Sweeny,29.063593,95.752134,"8,305"
78757,"30.351934, -97.732827","21,415",45090.00,Austin,30.351934,97.732827,"8,326"
75062,"32.847370, -96.957871","41,566",45085.00,Irving,32.84737,96.957871,"8,329"
76462,"32.524412, -98.044606","2,416",45030.00,Lipan,32.524412,98.044606,"8,364"
77464,"29.601068, -95.967146",457,45000.00,Orchard,29.601068,95.967146,"8,381"
77905,"28.728489, -97.037556","14,224",44894.00,Victoria,28.728489,97.037556,"8,444"
75489,"33.520982, -96.487385","1,085",44850.00,Tom Bean,33.520982,96.487385,"8,458"
75057,"33.050715, -96.974546","12,012",44820.00,Lewisville,33.050715,96.974546,"8,476"
79063,"34.531419, -102.115135",795,44779.00,Nazareth,34.531419,2.115135,"8,496"
76058,"32.464266, -97.416161","14,447",44761.00,Joshua,32.464266,97.416161,"8,507"
77713,"30.062210, -94.270014","9,439",44703.00,Beaumont,30.06221,94.270014,"8,537"
76060,"32.638579, -97.210565","5,141",44673.00,Kennedale,32.638579,97.210565,"8,551"
79705,"32.068983, -101.964195","28,552",44673.00,Midland,32.068983,1.964195,"8,552"
75135,"33.059555, -96.221438","4,525",44634.00,Caddo Mills,33.059555,96.221438,"8,569"
76527,"30.835376, -97.751829","3,306",44634.00,Florence,30.835376,97.751829,"8,570"
75473,"33.808493, -95.503525","3,919",44625.00,Powderly,33.808493,95.503525,"8,571"
76134,"32.643558, -97.330104","18,575",44577.00,Fort Worth,32.643558,97.330104,"8,601"
77978,"28.678115, -96.550695",781,44500.00,Point Comfort,28.678115,96.550695,"8,649"
75413,"33.428985, -96.165725",412,44485.00,Bailey,33.428985,96.165725,"8,659"
77808,"30.797736, -96.312084","7,661",44476.00,Bryan,30.797736,96.312084,"8,661"
76429,"32.758223, -98.682596",226,44375.00,Caddo,32.758223,98.682596,"8,721"
75442,"33.176099, -96.345908","7,431",44266.00,Farmersville,33.176099,96.345908,"8,782"
75125,"32.536701, -96.621745","5,900",44107.00,Ferris,32.536701,96.621745,"8,850"
77511,"29.372987, -95.243803","42,621",44042.00,Alvin,29.372987,95.243803,"8,873"
76088,"32.857016, -97.907885","8,959",43975.00,Weatherford,32.857016,97.907885,"8,910"
76272,"33.480466, -97.141478","3,984",43974.00,Valley View,33.480466,97.141478,"8,912"
77090,"30.008250, -95.438998","25,742",43965.00,Houston,30.00825,95.438998,"8,918"
76009,"32.409576, -97.200043","17,444",43908.00,Alvarado,32.409576,97.200043,"8,947"
76252,"33.687549, -97.373412","2,799",43897.00,Muenster,33.687549,97.373412,"8,959"
75492,"33.584371, -95.993541",572,43889.00,Windom,33.584371,95.993541,"8,966"
78638,"29.668606, -97.805158","1,646",43859.00,Kingsbury,29.668606,97.805158,"8,989"
75076,"33.798362, -96.705115","6,764",43843.00,Pottsboro,33.798362,96.705115,"9,000"
79033,"36.293587, -100.980709",106,43750.00,Farnsworth,36.293587,0.980709,"9,044"
76940,"31.455175, -100.129098",138,43750.00,Mereta,31.455175,0.129098,"9,045"
77971,"28.833277, -96.517507",834,43750.00,Lolita,28.833277,96.517507,"9,046"
75159,"32.605844, -96.542171","14,381",43737.00,Seagoville,32.605844,96.542171,"9,073"
77802,"30.660767, -96.315953","20,721",43726.00,Bryan,30.660767,96.315953,"9,075"
77583,"29.381402, -95.469968","16,851",43718.00,Rosharon,29.381402,95.469968,"9,082"
76082,"32.979244, -97.721392","14,997",43716.00,Springtown,32.979244,97.721392,"9,083"
76651,"32.180383, -96.877933","3,242",43714.00,Italy,32.180383,96.877933,"9,086"
75693,"32.533780, -94.860660","5,925",43710.00,White Oak,32.53378,94.86066,"9,087"
75060,"32.798681, -96.948897","45,273",43682.00,Irving,32.798681,96.948897,"9,100"
77562,"29.828967, -95.051045","9,949",43668.00,Highlands,29.828967,95.051045,"9,110"
79765,"31.886777, -102.274108","4,501",43633.00,Odessa,31.886777,2.274108,"9,131"
77515,"29.174234, -95.446381","28,675",43603.00,Angleton,29.174234,95.446381,"9,149"
76020,"32.893136, -97.569016","23,303",43547.00,Azle,32.893136,97.569016,"9,180"
75605,"32.582292, -94.725315","24,592",43536.00,Longview,32.582292,94.725315,"9,192"
78024,"30.018097, -99.450370","1,107",43500.00,Hunt,30.018097,99.45037,"9,219"
76621,"31.874061, -97.095896","1,015",43500.00,Abbott,31.874061,97.095896,"9,220"
78745,"30.206806, -97.797108","53,044",43458.00,Austin,30.206806,97.797108,"9,241"
76006,"32.779457, -97.100907","24,678",43457.00,Arlington,32.779457,97.100907,"9,243"
78418,"27.619329, -97.330578","26,529",43456.00,Corpus Christi,27.619329,97.330578,"9,245"
77071,"29.651669, -95.521998","25,021",43444.00,Houston,29.651669,95.521998,"9,254"
77316,"30.304794, -95.689089","9,050",43440.00,Montgomery,30.304794,95.689089,"9,256"
78616,"29.920015, -97.550251","4,369",43396.00,Dale,29.920015,97.550251,"9,289"
78635,"30.202352, -98.541680",96,43393.00,Hye,30.202352,98.54168,"9,292"
75238,"32.878403, -96.708895","31,336",43294.00,Dallas,32.878403,96.708895,"9,370"
78675,"30.437191, -98.708330",168,43214.00,Willow City,30.437191,98.70833,"9,416"
77338,"30.011783, -95.289942","20,246",43187.00,Humble,30.011783,95.289942,"9,428"
75703,"32.240914, -95.321015","30,443",43125.00,Tyler,32.240914,95.321015,"9,470"
78364,"27.344077, -97.721227",218,43125.00,Kingsville,27.344077,97.721227,"9,471"
76827,"31.531270, -99.139568",478,43125.00,Brookesmith,31.53127,99.139568,"9,472"
79508,"32.271987, -99.823545","1,118",43092.00,Buffalo Gap,32.271987,99.823545,"9,484"
78659,"30.195983, -97.140982","2,623",43083.00,Paige,30.195983,97.140982,"9,492"
79908,"31.923284, -106.234974","1,384",43065.00,El Paso,31.923284,6.234974,"9,503"
77484,"30.085474, -95.927152","8,711",43043.00,Waller,30.085474,95.927152,"9,511"
75414,"33.623702, -96.427814","2,863",43036.00,Bells,33.623702,96.427814,"9,513"
78944,"30.001358, -96.486785",697,43036.00,Industry,30.001358,96.486785,"9,515"
77577,"29.279621, -95.274503",857,43000.00,Liverpool,29.279621,95.274503,"9,550"
75859,"31.887924, -96.254291","1,229",42984.00,Streetman,31.887924,96.254291,"9,555"
76310,"33.817889, -98.518578","14,677",42980.00,Wichita Falls,33.817889,98.518578,"9,558"
79118,"35.106367, -101.739911","12,638",42979.00,Amarillo,35.106367,1.739911,"9,559"
77018,"29.826448, -95.426267","26,397",42921.00,Houston,29.826448,95.426267,"9,595"
75757,"32.112847, -95.347414","7,300",42912.00,Bullard,32.112847,95.347414,"9,607"
78605,"30.773295, -98.045180","3,558",42909.00,Bertram,30.773295,98.04518,"9,609"
75462,"33.633775, -95.481792","10,464",42873.00,Paris,33.633775,95.481792,"9,636"
79936,"31.756471, -106.297215","92,089",42857.00,El Paso,31.756471,6.297215,"9,641"
78655,"29.816002, -97.835042","2,310",42831.00,Martindale,29.816002,97.835042,"9,654"
76548,"31.051812, -97.651284","17,547",42819.00,Harker Heights,31.051812,97.651284,"9,661"
76234,"33.276319, -97.514178","12,862",42734.00,Decatur,33.276319,97.514178,"9,719"
77611,"30.016911, -93.862252","9,814",42606.00,Bridge City,30.016911,93.862252,"9,805"
76476,"32.376370, -97.928726","2,145",42589.00,Tolar,32.37637,97.928726,"9,825"
76538,"31.652994, -97.908531","2,053",42546.00,Jonesboro,31.652994,97.908531,"9,844"
76053,"32.814682, -97.175958","24,253",42525.00,Hurst,32.814682,97.175958,"9,856"
78123,"29.603395, -98.045563","2,338",42470.00,Mc Queeney,29.603395,98.045563,"9,905"
77063,"29.736295, -95.523292","27,200",42458.00,Houston,29.736295,95.523292,"9,920"
77456,"28.949915, -96.102622","1,341",42450.00,Markham,28.949915,96.102622,"9,926"
78758,"30.387634, -97.705310","42,820",42398.00,Austin,30.387634,97.70531,"9,967"
75161,"32.752599, -96.156604","5,807",42368.00,Terrell,32.752599,96.156604,"9,993"
75069,"33.200757, -96.571443","28,347",42324.00,Mckinney,33.200757,96.571443,"10,017"
75447,"33.755580, -96.122193","1,044",42308.00,Ivanhoe,33.75558,96.122193,"10,033"
79111,"35.209175, -101.698223","1,739",42308.00,Amarillo,35.209175,1.698223,"10,036"
77085,"29.626362, -95.488475","7,496",42256.00,Houston,29.626362,95.488475,"10,069"
76958,"31.645583, -100.711499",258,42250.00,Water Valley,31.645583,0.711499,"10,079"
75142,"32.572632, -96.272012","17,375",42243.00,Kaufman,32.572632,96.272012,"10,092"
76367,"33.969962, -98.698811","13,043",42225.00,Iowa Park,33.969962,98.698811,"10,106"
78009,"29.360144, -98.884932","6,646",42219.00,Castroville,29.360144,98.884932,"10,116"
79044,"35.883246, -102.326948",591,42143.00,Hartley,35.883246,2.326948,"10,200"
78935,"29.695979, -96.425460",578,42083.00,Alleyton,29.695979,96.42546,"10,249"
78057,"29.048394, -99.041819",769,42024.00,Moore,29.048394,99.041819,"10,303"
77530,"29.795546, -95.117848","27,649",42014.00,Channelview,29.795546,95.117848,"10,316"
75490,"33.439125, -96.311485","1,554",42009.00,Trenton,33.439125,96.311485,"10,318"
75459,"33.517293, -96.671528","3,704",41903.00,Howe,33.517293,96.671528,"10,398"
76579,"31.197255, -97.242939","3,419",41875.00,Troy,31.197255,97.242939,"10,426"
75439,"33.553520, -96.282897",851,41842.00,Ector,33.55352,96.282897,"10,459"
78597,"26.172380, -97.175030","2,836",41794.00,South Padre Island,26.17238,97.17503,"10,494"
78124,"29.557266, -98.146886","4,728",41769.00,Marion,29.557266,98.146886,"10,516"
77006,"29.741003, -95.391271","18,875",41746.00,Houston,29.741003,95.391271,"10,544"
77042,"29.741325, -95.560254","36,282",41683.00,Houston,29.741325,95.560254,"10,590"
78947,"30.434788, -97.047300","3,990",41655.00,Lexington,30.434788,97.0473,"10,610"
78615,"30.465459, -97.378668","1,131",41574.00,Coupland,30.465459,97.378668,"10,663"
76140,"32.621372, -97.269559","18,632",41572.00,Fort Worth,32.621372,97.269559,"10,665"
75650,"32.520174, -94.563597","7,699",41539.00,Hallsville,32.520174,94.563597,"10,690"
75240,"32.938025, -96.789792","50,003",41521.00,Dallas,32.938025,96.789792,"10,702"
75038,"32.874827, -96.996736","25,317",41506.00,Irving,32.874827,96.996736,"10,711"
77422,"28.969954, -95.581577","14,097",41489.00,Brazoria,28.969954,95.581577,"10,726"
79236,"33.680849, -100.347958",224,41477.00,Guthrie,33.680849,0.347958,"10,738"
75206,"32.831782, -96.769044","39,738",41475.00,Dallas,32.831782,96.769044,"10,739"
79068,"35.368585, -101.414076","3,317",41469.00,Panhandle,35.368585,1.414076,"10,742"
78133,"29.901707, -98.254497","13,568",41466.00,Canyon Lake,29.901707,98.254497,"10,745"
77969,"28.750442, -96.628396",130,41458.00,La Salle,28.750442,96.628396,"10,751"
77561,"30.173663, -94.707723",538,41458.00,Hardin,30.173663,94.707723,"10,752"
77619,"29.949801, -93.921803","16,498",41429.00,Groves,29.949801,93.921803,"10,778"
76233,"33.539539, -96.878424","2,533",41394.00,Collinsville,33.539539,96.878424,"10,801"
76023,"33.057124, -97.609259","5,334",41361.00,Boyd,33.057124,97.609259,"10,828"
79036,"35.573297, -101.592676","5,440",41315.00,Fritch,35.573297,1.592676,"10,864"
79109,"35.163599, -101.888931","46,005",41290.00,Amarillo,35.163599,1.888931,"10,883"
78963,"29.916920, -97.028763",541,41250.00,West Point,29.91692,97.028763,"10,933"
76888,"31.573809, -99.635243",71,41250.00,Voss,31.573809,99.635243,"10,934"
78075,"28.607776, -98.259850",123,41250.00,Whitsett,28.607776,98.25985,"10,935"
76108,"32.786882, -97.523970","26,423",41241.00,Fort Worth,32.786882,97.52397,"10,959"
77044,"29.890649, -95.169294","13,340",41231.00,Houston,29.890649,95.169294,"10,964"
77657,"30.230027, -94.194175","15,031",41202.00,Lumberton,30.230027,94.194175,"10,992"
76040,"32.814107, -97.091323","23,072",41118.00,Euless,32.814107,97.091323,"11,049"
78953,"29.844009, -97.357955",679,41111.00,Rosanky,29.844009,97.357955,"11,052"
75119,"32.324574, -96.601828","23,663",41092.00,Ennis,32.324574,96.601828,"11,073"
76574,"30.588568, -97.393058","16,153",41026.00,Taylor,30.588568,97.393058,"11,128"
76132,"32.665682, -97.419196","21,542",41007.00,Fort Worth,32.665682,97.419196,"11,146"
78836,"28.367037, -99.596928",136,41000.00,Catarina,28.367037,99.596928,"11,157"
78056,"29.532265, -98.926871",852,40982.00,Mico,29.532265,98.926871,"11,172"
78217,"29.538074, -98.415198","32,502",40967.00,San Antonio,29.538074,98.415198,"11,193"
78950,"29.913291, -96.494332","1,559",40938.00,New Ulm,29.913291,96.494332,"11,222"
76071,"33.011394, -97.474290","2,932",40909.00,Newark,33.011394,97.47429,"11,245"
76624,"31.661047, -96.955129","2,284",40884.00,Axtell,31.661047,96.955129,"11,268"
78838,"29.559048, -99.705772",224,40833.00,Concan,29.559048,99.705772,"11,306"
79002,"35.219430, -100.748755",80,40833.00,Alanreed,35.21943,0.748755,"11,320"
76554,"30.985627, -97.362263","2,014",40781.00,Little River Academy,30.985627,97.362263,"11,368"
76636,"32.178371, -97.293445","1,723",40733.00,Covington,32.178371,97.293445,"11,412"
75204,"32.802229, -96.789186","20,740",40649.00,Dallas,32.802229,96.789186,"11,484"
77807,"30.688813, -96.481544","7,082",40609.00,Bryan,30.688813,96.481544,"11,524"
77539,"29.459306, -95.023496","26,851",40595.00,Dickinson,29.459306,95.023496,"11,535"
75936,"30.959014, -94.566937",802,40556.00,Chester,30.959014,94.566937,"11,566"
75134,"32.624644, -96.787680","11,566",40547.00,Lancaster,32.624644,96.78768,"11,575"
78885,"29.808690, -99.540450",203,40536.00,Vanderpool,29.80869,99.54045,"11,586"
76679,"31.945972, -96.596840","1,246",40526.00,Purdon,31.945972,96.59684,"11,598"
78636,"30.296178, -98.425770","3,317",40507.00,Johnson City,30.296178,98.42577,"11,612"
77538,"29.998080, -94.569136",848,40500.00,Devers,29.99808,94.569136,"11,617"
78117,"28.966588, -97.923263",577,40500.00,Hobson,28.966588,97.923263,"11,618"
78608,"30.883387, -97.874954",279,40469.00,Briggs,30.883387,97.874954,"11,657"
78130,"29.707375, -98.073628","44,014",40457.00,New Braunfels,29.707375,98.073628,"11,666"
76155,"32.847324, -97.054607","2,626",40448.00,Fort Worth,32.847324,97.054607,"11,674"
75092,"33.657049, -96.703845","20,423",40402.00,Sherman,33.657049,96.703845,"11,727"
78617,"30.150985, -97.607312","15,227",40392.00,Del Valle,30.150985,97.607312,"11,741"
77303,"30.377954, -95.377140","11,354",40378.00,Conroe,30.377954,95.37714,"11,756"
76557,"31.307632, -97.376215","3,232",40357.00,Moody,31.307632,97.376215,"11,780"
77659,"30.156036, -94.421311","4,576",40323.00,Sour Lake,30.156036,94.421311,"11,811"
76904,"31.293852, -100.440492","29,622",40272.00,San Angelo,31.293852,0.440492,"11,873"
76357,"34.049368, -98.135032",720,40234.00,Byers,34.049368,98.135032,"11,909"
76426,"33.175602, -97.809982","9,541",40220.00,Bridgeport,33.175602,97.809982,"11,922"
76013,"32.719328, -97.155028","32,134",40188.00,Arlington,32.719328,97.155028,"11,960"
75102,"32.055253, -96.645342","1,036",40167.00,Barry,32.055253,96.645342,"11,989"
77073,"29.999296, -95.400207","12,787",40155.00,Houston,29.999296,95.400207,"12,014"
75491,"33.493655, -96.396176","4,086",40135.00,Whitewright,33.493655,96.396176,"12,026"
77053,"29.582750, -95.449620","25,428",40134.00,Houston,29.58275,95.44962,"12,028"
76524,"31.267273, -97.214463","2,434",40125.00,Eddy,31.267273,97.214463,"12,035"
75042,"32.914495, -96.674995","38,888",40111.00,Garland,32.914495,96.674995,"12,044"
75943,"31.642378, -94.907231",965,40096.00,Douglass,31.642378,94.907231,"12,054"
77014,"29.981209, -95.463971","20,706",40040.00,Houston,29.981209,95.463971,"12,105"
77015,"29.765809, -95.175116","50,569",40032.00,Houston,29.765809,95.175116,"12,111"
77582,"30.035326, -94.659807",771,40000.00,Raywood,30.035326,94.659807,"12,153"
75423,"33.291202, -96.208051","2,335",40000.00,Celeste,33.291202,96.208051,"12,156"
79754,"31.728438, -103.567836",58,40000.00,Mentone,31.728438,3.567836,"12,158"
76689,"31.667693, -97.509689","2,888",40000.00,Valley Mills,31.667693,97.509689,"12,159"
78575,"26.027354, -97.551046","3,729",39952.00,Olmito,26.027354,97.551046,"12,180"
76066,"32.704456, -97.993148","2,833",39940.00,Millsap,32.704456,97.993148,"12,185"
77008,"29.798249, -95.416933","28,661",39926.00,Houston,29.798249,95.416933,"12,196"
75050,"32.776671, -97.009383","37,860",39902.00,Grand Prairie,32.776671,97.009383,"12,212"
76626,"32.122927, -96.723661","1,447",39896.00,Blooming Grove,32.122927,96.723661,"12,217"
76271,"33.476252, -96.897520","1,102",39856.00,Tioga,33.476252,96.89752,"12,247"
75232,"32.658999, -96.839593","28,865",39824.00,Dallas,32.658999,96.839593,"12,281"
76537,"30.806608, -97.595101","2,173",39810.00,Jarrell,30.806608,97.595101,"12,292"
76622,"31.824755, -97.250238",917,39803.00,Aquilla,31.824755,97.250238,"12,297"
76657,"31.432668, -97.392353","8,654",39779.00,Mc Gregor,31.432668,97.392353,"12,321"
78373,"27.777408, -97.110307","3,457",39761.00,Port Aransas,27.777408,97.110307,"12,340"
77520,"29.776976, -94.883065","46,499",39735.00,Baytown,29.776976,94.883065,"12,364"
76433,"32.327045, -98.047495",850,39688.00,Bluff Dale,32.327045,98.047495,"12,386"
79018,"35.728028, -102.293460",504,39688.00,Channing,35.728028,2.29346,"12,387"
79789,"31.740553, -103.162776",959,39659.00,Wink,31.740553,3.162776,"12,420"
76135,"32.856402, -97.504884","14,989",39649.00,Fort Worth,32.856402,97.504884,"12,433"
78240,"29.525292, -98.604382","44,281",39627.00,San Antonio,29.525292,98.604382,"12,458"
75771,"32.538955, -95.423338","14,169",39620.00,Lindale,32.538955,95.423338,"12,466"
77481,"29.470608, -95.568801",184,39583.00,Thompsons,29.470608,95.568801,"12,504"
79097,"35.450941, -101.174748","1,265",39554.00,White Deer,35.450941,1.174748,"12,516"
77598,"29.535770, -95.140461","19,650",39539.00,Webster,29.53577,95.140461,"12,528"
77088,"29.881487, -95.452619","47,739",39436.00,Houston,29.881487,95.452619,"12,608"
76513,"31.043955, -97.490609","28,236",39432.00,Belton,31.043955,97.490609,"12,614"
76208,"33.209254, -97.064782","10,929",39428.00,Denton,33.209254,97.064782,"12,619"
79110,"35.139060, -101.870927","17,946",39408.00,Amarillo,35.13906,1.870927,"12,637"
77418,"29.987957, -96.283952","8,907",39407.00,Bellville,29.987957,96.283952,"12,639"
76225,"33.363692, -97.689414","2,371",39395.00,Alvord,33.363692,97.689414,"12,648"
79561,"32.512808, -100.176641",650,39375.00,Trent,32.512808,0.176641,"12,654"
75415,"33.449902, -95.737818",214,39375.00,Ben Franklin,33.449902,95.737818,"12,655"
77474,"29.776920, -96.200549","10,684",39355.00,Sealy,29.77692,96.200549,"12,700"
75422,"33.119594, -95.929546","2,746",39344.00,Campbell,33.119594,95.929546,"12,713"
77357,"30.161219, -95.189761","17,189",39342.00,New Caney,30.161219,95.189761,"12,717"
79541,"32.151139, -99.794807",701,39271.00,Ovalo,32.151139,99.794807,"12,775"
76043,"32.200374, -97.788051","5,695",39217.00,Glen Rose,32.200374,97.788051,"12,819"
77655,"29.703564, -93.977594",661,39167.00,Sabine Pass,29.703564,93.977594,"12,856"
78656,"29.904758, -97.807296","2,133",39149.00,Maxwell,29.904758,97.807296,"12,874"
78650,"30.281631, -97.228805","1,050",39107.00,Mc Dade,30.281631,97.228805,"12,902"
75789,"32.124126, -95.091987","6,271",39083.00,Troup,32.124126,95.091987,"12,925"
78545,"26.567589, -99.131644",78,39028.00,Falcon Heights,26.567589,99.131644,"12,972"
76522,"31.202925, -97.989735","33,446",38999.00,Copperas Cove,31.202925,97.989735,"13,003"
77365,"30.108900, -95.263366","15,982",38996.00,Porter,30.1089,95.263366,"13,005"
75160,"32.764365, -96.293312","19,788",38986.00,Terrell,32.764365,96.293312,"13,014"
77486,"29.175713, -95.718592","7,324",38984.00,West Columbia,29.175713,95.718592,"13,017"
77876,"30.679069, -95.821161",484,38947.00,Shiro,30.679069,95.821161,"13,059"
76578,"30.535409, -97.237170","1,473",38929.00,Thrall,30.535409,97.23717,"13,075"
