region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
76133,Texas,32.6890934,32.62811,-97.3530662,-97.4130206,32.65356285,-97.37579274,1146.65,15636,99.57792812,97.463068,128463,318766,211540,270179,273320,58,1202268,14.5,300567,37997113.89,113804161.2,67338066.38,89203681.94,94457058.09,19426.13066,402800081.5,"[[0,838],[5,2981],[10,4181],[15,3678],[20,2219],[25,825],[30,296],[35,146],[40,71],[45,48],[50,31],[55,34],[60,33],[65,31],[70,16],[75,21],[80,12],[85,12],[90,7],[95,9],[100,5],[105,3],[110,8],[115,5],[120,2],[125,4],[130,8],[135,4],[140,2],[145,3],[150,2],[155,3],[160,1],[165,1],[170,2],[175,4],[180,4],[185,2],[190,1],[195,1],[200,1],[205,2],[210,1],[215,2],[220,3],[225,2],[230,3],[245,1],[250,2],[260,1],[265,3],[270,1],[275,2],[285,1],[290,2],[295,1],[305,1],[310,1],[325,1],[330,1],[335,1],[355,1],[370,3],[395,2],[425,1],[430,1],[460,1],[470,2],[480,1],[490,2],[500,1],[510,1],[535,1],[555,1],[560,1],[570,1],[590,1],[605,2],[620,2],[625,1],[635,1],[665,2],[670,1],[710,1],[735,2],[765,1],[775,1],[810,1],[825,1],[890,1],[910,1],[935,1],[1015,1],[1055,1],[1095,1],[1125,1],[1210,1],[1295,1],[1830,1],[1920,1],[2270,1]]",195876.2211,30
76134,Texas,32.6689728,32.6089615,-97.2940039,-97.3547364,32.64396015,-97.33534487,1146.65,7806,95.86816915,98.66026289,69837,157256,97775,138124,221571,59,684563,14.75,171140.75,20779238.07,57699224.93,31234032.44,46304052.69,77024219.89,20038.46601,233040768,"[[0,279],[5,1309],[10,2317],[15,2019],[20,1089],[25,391],[30,127],[35,37],[40,26],[45,29],[50,14],[55,12],[60,9],[65,9],[70,7],[75,8],[80,6],[85,5],[90,4],[95,4],[100,3],[105,4],[110,8],[115,5],[120,5],[125,2],[130,3],[135,5],[140,3],[145,1],[150,2],[155,1],[160,1],[165,2],[175,2],[180,3],[190,1],[195,3],[200,1],[215,1],[230,3],[245,3],[275,1],[280,2],[295,2],[310,1],[325,1],[335,1],[345,1],[360,1],[375,1],[380,1],[405,1],[425,1],[450,2],[465,1],[475,1],[490,1],[555,2],[560,1],[665,1],[725,1],[800,1],[805,1],[815,1],[945,1],[950,1],[1205,1],[1240,1],[1315,1],[1420,1],[1425,1],[1565,1],[1570,1],[1740,2],[1865,1],[2195,1],[2320,2],[2940,1]]",113324.5674,15
76135,Texas,32.8816155,32.6032761,-97.0463365,-97.5390155,32.8268614,-97.45416841,1146.65,4868,60.98724348,88.54128774,24273,89880,53355,73251,121285,45,362044,11.25,90511,7206022.827,32387970.58,16831554.52,24097778.16,41852319.26,15293.01074,122375645.3,"[[0,592],[5,1335],[10,1470],[15,761],[20,291],[25,114],[30,67],[35,28],[40,28],[45,16],[50,19],[55,16],[60,7],[65,8],[70,13],[75,7],[80,8],[85,4],[90,6],[95,2],[100,3],[105,3],[110,6],[115,5],[120,4],[125,2],[130,3],[135,4],[140,1],[145,1],[150,2],[160,1],[170,1],[175,1],[180,1],[190,1],[195,1],[205,2],[210,1],[220,1],[240,3],[245,1],[260,1],[265,1],[275,1],[280,1],[295,1],[305,2],[330,2],[335,1],[385,1],[390,1],[440,1],[445,1],[530,1],[560,1],[585,1],[605,1],[665,1],[720,1],[855,1],[1230,1],[1290,1],[1325,1],[1435,1],[1555,1],[1580,1],[1930,1]]",59509.61795,13
76137,Texas,32.8945409,32.6868587,-97.2359796,-97.3172507,32.87030754,-97.28502182,1146.65,15885,98.98884025,98.94113983,50012,333383,201835,302040,410605,49,1297875,12.25,324468.75,14766018.11,122461797.1,63335261.35,99445751.65,142551978,16751.19456,442560806.2,"[[0,687],[5,4305],[10,5605],[15,3008],[20,1149],[25,377],[30,125],[35,64],[40,49],[45,47],[50,43],[55,36],[60,34],[65,35],[70,35],[75,38],[80,27],[85,20],[90,10],[95,6],[100,10],[105,11],[110,9],[115,5],[120,6],[125,2],[130,4],[135,5],[140,3],[145,6],[150,5],[155,3],[160,1],[165,3],[170,2],[175,2],[180,3],[185,4],[190,2],[195,3],[200,3],[205,2],[210,1],[215,2],[220,1],[230,1],[235,2],[240,1],[250,1],[260,1],[270,1],[290,1],[295,3],[305,1],[310,1],[315,1],[320,1],[325,1],[335,1],[350,1],[365,1],[370,1],[375,2],[395,1],[400,1],[445,1],[460,1],[485,1],[495,1],[515,1],[530,1],[540,1],[575,1],[625,1],[630,2],[640,1],[665,1],[770,1],[775,1],[805,1],[815,1],[845,1],[850,1],[860,1],[865,2],[905,1],[910,1],[935,1],[985,2],[990,2],[1030,1],[1055,1],[1100,1],[1110,1],[1200,1],[1210,1],[1220,1],[1230,1],[1235,1],[1250,2],[1270,1],[1280,1],[1285,1],[1340,1],[1455,1],[1470,1],[1475,1],[1495,1],[1520,1],[1530,1],[1550,1],[1685,1],[1805,1],[1815,1],[2000,1],[2045,1],[2350,1],[2375,1],[2505,1],[3225,1],[3530,1],[3640,1],[4075,1]]",215211.3227,57
76140,Texas,32.6703151,32.5621074,-97.2024543,-97.3316746,32.62151733,-97.27655624,1146.65,7749,68.82617062,90.27260019,44740,118811,81621,115249,588277,51,948698,12.75,237174.5,13274112.85,42891785.92,25887087.55,38273636.64,205115996.1,16904.89297,325442619.1,"[[0,743],[5,1852],[10,2180],[15,1511],[20,658],[25,205],[30,85],[35,46],[40,48],[45,38],[50,21],[55,25],[60,14],[65,17],[70,12],[75,13],[80,11],[85,13],[90,11],[95,8],[100,11],[105,7],[110,11],[115,11],[120,8],[125,5],[130,4],[135,5],[140,5],[145,8],[150,2],[155,4],[160,3],[165,1],[170,3],[175,2],[180,3],[185,3],[195,3],[200,3],[205,2],[210,1],[215,2],[220,2],[225,2],[230,5],[235,1],[240,2],[245,2],[250,2],[255,1],[260,1],[265,1],[270,1],[275,3],[280,1],[285,2],[290,4],[295,1],[300,3],[310,1],[315,1],[320,1],[325,2],[330,1],[335,1],[340,1],[350,2],[355,2],[360,2],[385,3],[400,2],[405,3],[415,2],[420,1],[425,2],[440,1],[450,1],[455,1],[470,1],[475,1],[480,1],[485,1],[500,2],[505,2],[510,3],[515,1],[540,1],[560,1],[575,1],[610,1],[620,1],[625,1],[630,1],[635,1],[650,1],[655,1],[685,1],[700,1],[705,2],[725,1],[755,1],[780,1],[785,1],[820,1],[865,1],[880,1],[885,1],[920,1],[950,1],[955,1],[960,1],[970,1],[1005,1],[1040,1],[1080,1],[1125,1],[1240,1],[1245,1],[1355,1],[1665,1],[1685,1],[1745,1],[1850,1],[1880,1],[2005,1],[2110,1],[2260,1],[2455,1],[2510,2],[2565,1],[2570,1],[2605,1],[2650,1],[3585,1],[3685,1],[3885,1],[4480,1],[5155,1],[5735,1]]",158258.3354,11
76148,Texas,32.8943655,32.840088,-97.2352635,-97.2664597,32.86924478,-97.25013658,1146.65,8896,99.64329506,99.51896185,79179,177876,102407,144576,112394,57,616432,14.25,154108,23362024.51,65066879.22,32465394.94,48463075.8,38973621.42,19301.85728,208330995.9,"[[0,159],[5,1349],[10,3257],[15,2959],[20,880],[25,76],[30,30],[35,28],[40,18],[45,20],[50,13],[55,11],[60,6],[65,4],[70,5],[75,5],[80,2],[85,6],[90,5],[95,4],[100,1],[105,2],[110,3],[115,5],[120,3],[125,2],[130,1],[140,1],[150,1],[160,3],[165,1],[170,1],[175,2],[185,1],[195,1],[200,1],[205,1],[210,2],[245,1],[255,1],[265,1],[285,1],[295,2],[300,1],[320,1],[365,1],[380,2],[385,1],[405,1],[445,1],[485,1],[555,1],[565,1],[760,1],[770,1],[805,1],[920,1],[975,1],[1000,1],[1090,1],[1105,1],[1580,1],[2370,1]]",101308.5401,37
76155,Texas,32.8523397,32.7917473,-97.0297422,-97.0705583,32.82316678,-97.05284205,1145.696729,384,91.68399168,87.07482993,1235,7189,4104,4674,365795,72,382997,18,95749.25,365455.1227,2641499.035,1260925.055,1576732.912,126071853.5,25119.10402,131916465.6,"[[0,44],[5,71],[10,55],[15,32],[20,14],[25,13],[30,7],[35,7],[40,4],[45,4],[50,6],[55,2],[60,4],[65,3],[70,1],[75,2],[80,3],[90,1],[95,2],[100,1],[120,2],[125,3],[130,1],[140,1],[145,2],[150,2],[155,2],[165,1],[175,1],[185,4],[190,2],[195,1],[200,2],[205,2],[210,1],[215,2],[230,1],[235,1],[240,2],[250,1],[280,1],[285,3],[310,1],[370,2],[380,2],[445,1],[450,1],[510,1],[530,1],[540,1],[550,1],[575,1],[615,1],[620,1],[645,1],[675,1],[685,1],[705,1],[710,1],[725,1],[730,2],[735,1],[760,1],[765,2],[790,1],[860,1],[870,1],[915,1],[930,1],[945,1],[955,2],[980,1],[995,1],[1025,1],[1030,1],[1070,1],[1075,1],[1080,2],[1125,1],[1185,1],[1215,1],[1260,1],[1310,1],[1365,1],[1385,1],[1460,1],[1480,2],[1505,1],[1590,1],[1630,1],[1670,1],[1800,1],[1895,1],[1925,1],[1945,1],[1950,1],[2055,1],[2190,1],[2330,1],[2390,1],[2420,1],[2515,1],[2850,1],[2935,1],[3435,1]]",64149.18956,0
76164,Texas,32.7974777,32.7597446,-97.3343772,-97.38202,32.78259368,-97.35902831,1146.65,4925,98.5267035,92.05607477,20119,91292,19961,40230,149804,33,321406,8.25,80351.5,6000117.449,32746735.86,6358595.607,13631129.1,51613902.28,11513.33799,110350480.3,"[[0,985],[5,2066],[10,1004],[15,322],[20,133],[25,73],[30,45],[35,31],[40,23],[45,23],[50,21],[55,18],[60,17],[65,17],[70,10],[75,7],[80,7],[85,10],[90,2],[95,4],[100,4],[105,1],[110,3],[115,1],[120,4],[125,11],[130,5],[135,6],[140,7],[145,2],[150,3],[155,5],[160,1],[165,3],[170,3],[175,3],[180,3],[190,1],[195,2],[200,1],[205,2],[210,2],[215,1],[220,2],[230,1],[245,1],[250,1],[270,3],[285,1],[315,1],[325,2],[340,1],[370,1],[395,1],[400,1],[405,2],[435,1],[465,1],[515,1],[540,1],[565,1],[570,1],[595,2],[610,1],[635,1],[680,1],[705,1],[810,1],[920,1],[1850,1]]",53661.94315,7
76177,Texas,33.0422601,32.7227571,-97.2364009,-97.4314598,32.93773422,-97.32039228,1146.592499,3350,72.65140167,98.67452135,7508,62573,41752,74184,634634,58,820651,14.5,205162.75,2236927.664,23103113.04,12961674.73,24595357.64,221559097.7,19670.77699,284456170.8,"[[0,86],[5,654],[10,1021],[15,721],[20,353],[25,134],[30,64],[35,36],[40,31],[45,14],[50,9],[55,13],[60,18],[65,13],[70,12],[75,11],[80,1],[85,8],[90,3],[95,2],[100,2],[105,3],[110,3],[115,4],[120,3],[125,1],[130,5],[135,2],[140,4],[145,4],[150,4],[155,3],[160,3],[165,2],[170,2],[175,3],[180,1],[190,2],[195,1],[200,1],[205,1],[215,1],[220,1],[225,1],[240,2],[245,1],[260,1],[280,2],[285,1],[295,1],[310,1],[320,2],[325,1],[345,1],[355,1],[365,1],[405,1],[415,1],[450,1],[470,1],[480,1],[510,1],[520,1],[530,1],[545,1],[565,2],[570,2],[595,1],[625,1],[630,1],[705,1],[730,1],[800,1],[815,1],[830,1],[855,1],[860,1],[865,1],[940,1],[1085,1],[1145,1],[1160,1],[1215,1],[1230,1],[1250,1],[1290,1],[1320,1],[1345,1],[1360,1],[1375,2],[1465,1],[1470,1],[1540,1],[1550,1],[1575,1],[1595,1],[1690,1],[1770,1],[1825,1],[1840,1],[1935,1],[1975,1],[2105,1],[2210,1],[2305,1],[2400,1],[2510,1],[2540,1],[2720,1],[3095,1],[3235,1],[3280,1],[3295,1],[3355,1],[3385,1],[3515,1],[3825,1],[3855,1],[4050,1],[4105,1],[4140,1],[4185,1],[4385,1],[4535,1],[4540,1],[4650,1],[5020,1]]",138327.181,1
76179,Texas,32.9935736,32.82784,-97.3513823,-97.5092208,32.87476112,-97.4091396,1146.649726,19068,86.59053397,98.23296069,70460,393534,244844,367507,451431,56,1527776,14,381944,21034862.38,144262732.1,76791116.58,122144437,156160707,18999.73976,520393855.1,"[[0,549],[5,3541],[10,6553],[15,4595],[20,2002],[25,686],[30,275],[35,128],[40,107],[45,75],[50,64],[55,45],[60,41],[65,25],[70,26],[75,22],[80,24],[85,10],[90,21],[95,17],[100,13],[105,16],[110,20],[115,20],[120,9],[125,6],[130,5],[135,7],[140,6],[145,3],[150,4],[155,3],[160,5],[165,4],[170,2],[175,2],[180,4],[185,6],[190,6],[195,2],[200,3],[205,1],[210,1],[215,2],[220,4],[225,2],[235,2],[240,3],[245,1],[250,2],[255,1],[260,1],[265,2],[270,2],[275,1],[280,1],[290,2],[300,1],[305,1],[320,1],[335,4],[345,1],[350,1],[355,1],[360,2],[365,1],[370,1],[375,1],[385,3],[395,3],[400,1],[410,1],[415,1],[420,1],[430,2],[440,2],[465,1],[475,1],[480,2],[490,1],[500,1],[505,1],[515,1],[530,1],[535,1],[540,1],[560,1],[565,1],[575,1],[585,1],[605,1],[610,1],[625,2],[635,1],[645,3],[650,3],[690,1],[695,2],[705,1],[710,2],[750,1],[760,2],[765,1],[770,1],[780,1],[800,1],[825,1],[845,1],[850,1],[855,2],[950,2],[1030,1],[1035,1],[1125,1],[1155,1],[1205,1],[1240,1],[1270,1],[1480,1],[1650,1],[1920,1],[1935,1],[2175,1],[2420,1]]",253060.4796,68
76180,Texas,32.8617187,32.8105745,-97.1829407,-97.2553053,32.84041752,-97.22460279,1146.65,9066,97.12812216,94.38833941,61343,203734,114364,170898,400925,58,951264,14.5,237816,18136410.91,72577878.3,35918253.84,56129189.57,138187291.7,19486.4956,320949024.3,"[[0,601],[5,1637],[10,2428],[15,1970],[20,1032],[25,423],[30,195],[35,108],[40,82],[45,75],[50,66],[55,55],[60,38],[65,25],[70,21],[75,12],[80,17],[85,17],[90,16],[95,10],[100,13],[105,13],[110,7],[115,7],[120,5],[125,14],[130,5],[135,3],[140,8],[145,2],[150,6],[155,9],[160,3],[165,4],[170,2],[175,2],[180,2],[185,3],[190,2],[195,1],[200,3],[205,1],[210,4],[215,2],[220,1],[225,2],[230,1],[235,4],[250,3],[260,1],[265,3],[270,2],[275,4],[285,1],[290,1],[295,2],[300,2],[310,3],[315,2],[320,2],[325,1],[335,1],[355,2],[360,1],[365,1],[370,1],[375,2],[380,2],[400,1],[410,1],[420,1],[425,1],[430,1],[445,1],[450,3],[455,2],[465,1],[470,1],[480,2],[485,1],[490,1],[495,1],[505,1],[510,2],[515,1],[525,1],[530,1],[545,1],[555,2],[575,1],[580,1],[590,1],[595,2],[600,1],[605,1],[615,1],[630,1],[635,1],[670,1],[685,1],[700,1],[705,1],[720,1],[725,1],[730,1],[765,3],[785,1],[815,1],[825,1],[845,1],[880,1],[920,2],[1015,1],[1055,1],[1070,1],[1080,1],[1145,1],[1170,1],[1190,1],[1195,1],[1255,1],[1400,1],[1415,1],[1455,1],[1480,1],[1500,1],[1570,1],[2265,1],[2560,1],[2665,1]]",156073.1612,47
76182,Texas,32.9113952,32.860417,-97.185698,-97.2376648,32.88113996,-97.21211538,1146.65,10618,97.24467623,94.90525563,34355,227353,93109,186698,114247,50,655762,12.5,163940.5,10061806.17,80918060.09,28779352.85,60006046.6,39383393.48,16605.71289,219148659.2,"[[0,825],[5,2644],[10,3468],[15,2278],[20,874],[25,241],[30,74],[35,39],[40,24],[45,17],[50,12],[55,12],[60,10],[65,9],[70,8],[75,8],[80,2],[85,7],[90,3],[95,4],[100,1],[105,1],[110,2],[115,3],[120,3],[125,2],[130,1],[135,1],[140,5],[150,1],[155,1],[160,2],[165,1],[170,2],[175,1],[180,2],[185,1],[195,1],[200,1],[220,2],[230,2],[235,2],[240,1],[280,1],[320,1],[330,1],[380,1],[400,1],[520,1],[575,1],[585,2],[630,1],[650,1],[660,1],[700,1],[760,1],[840,1],[1100,1],[1120,1],[1920,1],[2090,1],[2280,1]]",106569.0232,49
76205,Texas,33.2160712,33.1616909,-97.0914268,-97.1708396,33.19057019,-97.12892608,1139.85,705,16.6941543,77.38748628,1135,12615,3952,8485,2731,32,28918,8,7229.5,336112.4953,4480618.062,1218362.787,2740537.265,933870.1392,10966.38602,9709500.749,"[[0,199],[5,230],[10,152],[15,66],[20,28],[25,14],[30,4],[35,1],[40,1],[45,1],[50,1],[55,2],[65,2],[75,2],[95,1],[105,1]]",4721.598635,1
76208,Texas,33.2805487,33.1330645,-97.0115206,-97.1201021,33.19283511,-97.06405936,1139.85,3235,42.84594716,84.5309642,4524,52549,24163,35464,52592,34,169292,8.5,42323,1322145.096,18971786.52,7432090.834,11512471.83,18032332.22,11655.49354,57270826.5,"[[0,680],[5,1208],[10,771],[15,289],[20,112],[25,68],[30,44],[35,7],[40,7],[45,4],[50,8],[55,4],[60,5],[65,5],[70,2],[75,2],[80,3],[85,3],[100,2],[105,1],[205,1],[275,1],[310,1],[415,1],[530,1],[595,1],[940,1],[1205,1],[1425,1],[2165,1]]",27850.02682,18
76210,Texas,33.1922131,33.116301,-97.0396365,-97.1492054,33.151516,-97.09443995,1139.85,11931,94.42265174,90.12009971,17145,184778,74374,138764,80884,32,495945,8,123986.25,5036603.037,67139139.19,23035086.88,45664913.76,27782064.03,11069.39063,168657806.9,"[[0,2535],[5,4970],[10,2955],[15,944],[20,226],[25,71],[30,51],[35,29],[40,26],[45,9],[50,15],[55,6],[60,5],[65,8],[70,8],[75,4],[80,4],[85,2],[90,2],[95,4],[105,4],[110,1],[115,2],[120,3],[125,1],[130,2],[135,4],[140,2],[145,3],[150,3],[155,1],[165,3],[170,2],[175,1],[180,1],[185,1],[190,2],[195,1],[215,1],[225,1],[240,1],[245,1],[250,1],[260,2],[270,1],[275,1],[285,1],[305,1],[315,1],[340,1],[360,1],[395,1],[425,1],[470,1],[510,1],[555,1],[870,1]]",82016.00592,50
76226,Texas,33.174591,33.0528936,-97.0688988,-97.2660023,33.10823311,-97.15996412,1139.85,6032,57.30193063,84.32825388,8748,95608,35809,71623,52849,33,264637,8.25,66159.25,2588064.143,34394036.61,11163576.8,23190628.41,18026798.16,11188.2961,89363104.12,"[[0,1525],[5,2084],[10,1250],[15,543],[20,223],[25,148],[30,84],[35,56],[40,35],[45,20],[50,12],[55,13],[60,6],[65,9],[70,2],[75,3],[80,2],[90,2],[95,3],[100,1],[105,1],[110,2],[115,1],[120,1],[145,1],[180,2],[230,1],[305,1],[410,1]]",43456.06653,23
76240,Texas,33.8936087,33.4260618,-96.9412834,-97.3304327,33.6270922,-97.11092176,1139,5939,39.02511606,90.57495806,41550,98392,54307,88950,226279,42,509478,10.5,127369.5,12285256.95,35732079.29,17146718.63,29547798.71,77755983.43,14090.8309,172467837,"[[0,990],[5,1812],[10,1154],[15,702],[20,390],[25,257],[30,131],[35,94],[40,53],[45,38],[50,31],[55,35],[60,18],[65,23],[70,13],[75,11],[80,10],[85,13],[90,3],[95,10],[100,11],[105,11],[110,11],[115,6],[120,2],[125,5],[130,4],[135,6],[140,4],[145,2],[150,2],[155,4],[160,4],[165,3],[170,4],[175,3],[180,5],[185,4],[190,1],[195,5],[205,1],[210,1],[215,2],[225,1],[235,2],[245,1],[255,1],[260,1],[265,3],[270,1],[280,1],[285,1],[290,2],[295,3],[300,2],[305,1],[310,1],[330,1],[350,1],[360,1],[370,1],[375,1],[390,1],[455,1],[475,1],[485,1],[500,1],[675,1],[680,1],[690,1],[710,1],[735,1],[740,1],[800,1],[895,1],[955,1],[970,1],[1040,1],[1175,1],[1230,1],[1245,1],[1305,1],[1725,1],[1980,1],[2035,1],[2135,1]]",83868.77193,0
76244,Texas,32.9719977,32.8909235,-97.239371,-97.3160908,32.93134898,-97.28172097,1146.65,22143,97.1123041,98.71606259,44934,491984,253986,421985,339312,52,1552201,13,388050.25,13473946.22,182076547.5,79441822.33,138186369.3,118020517.4,17846.38522,531199202.7,"[[0,696],[5,5094],[10,7927],[15,5164],[20,1818],[25,596],[30,213],[35,100],[40,63],[45,46],[50,42],[55,39],[60,28],[65,20],[70,26],[75,18],[80,24],[85,17],[90,13],[95,7],[100,9],[105,7],[110,7],[115,8],[120,9],[125,10],[130,5],[135,8],[140,4],[145,5],[150,9],[155,3],[160,9],[165,5],[170,3],[175,4],[180,2],[185,3],[190,3],[195,3],[200,1],[210,2],[215,1],[220,3],[225,4],[245,2],[250,3],[255,1],[260,2],[265,2],[280,2],[285,2],[325,1],[335,1],[345,1],[355,1],[360,1],[365,1],[370,1],[390,1],[395,1],[410,1],[415,2],[420,1],[450,1],[455,1],[470,2],[480,1],[485,1],[500,1],[530,1],[545,1],[575,1],[635,1],[640,1],[645,1],[690,1],[740,1],[770,1],[780,1],[815,1],[835,1],[840,1],[855,1],[880,4],[900,1],[910,1],[940,1],[1035,1],[1220,1],[1360,1],[1535,1],[1925,1],[2075,1],[2305,1],[3055,1],[5495,2]]",258314.9737,35
76248,Texas,32.9707234,32.8925759,-97.17669,-97.2651409,32.92459234,-97.22921789,1146.65,13456,97.36418933,96.62501795,26750,311742,133234,253674,187565,51,912965,12.75,228241.25,7873036.753,112138000.5,41263824.82,81992988.01,64879177.52,17299.22252,308147027.6,"[[0,866],[5,3333],[10,4255],[15,2728],[20,1156],[25,407],[30,189],[35,88],[40,78],[45,48],[50,33],[55,35],[60,28],[65,29],[70,26],[75,19],[80,8],[85,14],[90,8],[95,5],[100,5],[105,4],[110,4],[115,2],[120,2],[125,3],[130,1],[135,3],[140,4],[145,3],[150,3],[155,3],[160,1],[165,1],[170,2],[175,1],[185,1],[190,2],[195,1],[200,2],[205,1],[210,1],[215,1],[220,3],[225,2],[245,1],[255,1],[260,1],[280,1],[285,1],[290,1],[300,2],[305,1],[315,1],[340,1],[345,1],[350,1],[355,2],[360,1],[385,1],[400,1],[410,1],[415,1],[445,2],[450,1],[465,1],[510,1],[540,1],[610,1],[615,1],[635,1],[655,1],[670,1],[760,1],[775,1],[800,1],[805,1],[810,2],[815,1],[830,1],[890,1],[905,1],[910,1],[915,1],[925,1],[990,1],[1020,1],[1325,1]]",149847.7236,44
76262,Texas,33.078359,32.9427732,-97.1671992,-97.306981,32.99852464,-97.22092618,1142.432848,11181,84.37278022,94.13200876,28130,248852,117030,205385,467623,51,1067020,12.75,266755,8339582.072,89260470.06,36594396.01,66651411.42,162345017.1,17255.48124,363190876.6,"[[0,873],[5,2630],[10,3294],[15,1980],[20,1049],[25,492],[30,234],[35,151],[40,107],[45,77],[50,36],[55,28],[60,36],[65,11],[70,10],[75,13],[80,12],[85,12],[90,8],[95,11],[100,2],[105,4],[110,2],[115,6],[120,1],[125,4],[130,4],[135,4],[140,3],[145,1],[150,3],[155,4],[160,2],[165,2],[170,2],[180,2],[185,3],[190,1],[210,1],[215,3],[220,1],[255,1],[265,1],[270,2],[275,2],[280,2],[290,2],[295,1],[300,2],[310,1],[315,1],[335,2],[355,1],[360,1],[385,1],[495,1],[515,1],[635,1],[660,1],[685,2],[710,2],[740,1],[810,1],[830,1],[865,1],[915,1],[940,1],[1070,1],[1160,1],[1210,1],[1375,1],[1385,1],[1450,1],[1480,1],[1585,1],[2055,1],[2085,1],[2175,1],[2195,1],[2300,1],[2630,1],[2700,1],[2795,1],[3005,1],[3165,1],[3230,1],[3285,1],[3480,1],[3505,1],[3520,1],[3595,1],[3795,1],[4265,1],[4510,1],[5645,1]]",176614.8015,42
76301,Texas,33.9326889,33.8785738,-98.4369724,-98.5323654,33.90227101,-98.4905401,1186.6,7358,98.58346562,91.14331723,38270,94973,52426,88807,287868,36,562344,9,140586,11809613.09,35610705.7,17028381.83,30630254.84,101683402.9,12359.48269,196762358.4,"[[0,1422],[5,2723],[10,1457],[15,547],[20,272],[25,139],[30,105],[35,72],[40,63],[45,59],[50,51],[55,50],[60,31],[65,29],[70,30],[75,17],[80,19],[85,9],[90,12],[95,11],[100,15],[105,10],[110,19],[115,7],[120,18],[125,8],[130,13],[135,11],[140,10],[145,7],[150,6],[155,3],[160,2],[165,6],[170,3],[175,5],[180,7],[185,1],[190,2],[195,3],[200,1],[205,3],[210,5],[215,5],[220,4],[225,1],[230,5],[235,2],[240,2],[245,3],[250,2],[255,1],[260,4],[265,2],[270,1],[275,1],[285,1],[290,2],[295,2],[300,1],[305,2],[310,2],[315,1],[330,2],[335,1],[340,1],[360,1],[365,2],[380,1],[385,2],[390,2],[400,1],[405,1],[415,1],[425,1],[450,1],[455,1],[460,1],[470,1],[500,2],[520,1],[570,1],[605,1],[615,1],[665,1],[760,1],[860,1],[935,1],[1435,1]]",95682.86846,3
76302,Texas,33.8883586,33.8400461,-98.4323023,-98.5330304,33.86504436,-98.49440809,1186.6,4622,99.14920108,96.73503558,42594,92637,50583,74030,162012,57,421856,14.25,105464,13043986.11,34560206.6,16583346.79,25359166.63,57369834.81,19752.98118,146916541,"[[0,311],[5,850],[10,1280],[15,920],[20,471],[25,227],[30,128],[35,73],[40,64],[45,46],[50,27],[55,26],[60,12],[65,19],[70,9],[75,7],[80,13],[85,9],[90,9],[95,5],[100,2],[105,8],[110,9],[115,5],[120,6],[125,7],[130,9],[135,3],[145,5],[150,2],[155,2],[160,2],[170,1],[180,1],[185,1],[190,3],[200,2],[205,2],[210,2],[215,1],[220,1],[225,1],[230,2],[235,2],[240,3],[245,2],[250,1],[265,1],[270,1],[290,3],[300,2],[310,2],[350,1],[355,1],[365,1],[375,2],[390,1],[395,2],[465,1],[525,1],[535,1],[555,1],[560,1],[580,1],[635,1],[680,1],[700,1],[745,1],[865,1],[915,1],[1115,1],[1170,1]]",71443.52292,4
76305,Texas,34.1009699,33.8695458,-98.1931283,-98.602948,33.95045091,-98.4920898,1186.234761,2243,84.42871587,89.54091816,18099,34843,19761,28378,91179,46,192260,11.5,48065,5660456.567,13275932.32,6592582.687,9942345.837,32501282.89,16534.61151,67972600.31,"[[0,352],[5,538],[10,503],[15,339],[20,189],[25,94],[30,59],[35,32],[40,20],[45,18],[50,12],[55,6],[60,8],[65,2],[70,4],[75,3],[85,4],[90,3],[95,4],[100,4],[105,2],[110,1],[115,2],[120,1],[125,1],[135,2],[145,1],[150,3],[160,1],[165,1],[175,3],[180,1],[185,1],[210,1],[215,1],[225,3],[235,1],[240,1],[290,2],[300,1],[305,1],[320,1],[325,2],[345,2],[350,1],[360,1],[405,1],[455,1],[465,1],[510,1],[580,1],[595,1],[605,2],[930,1],[1165,1],[1575,1]]",33054.1544,3
