region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
77479,Texas,29.6222746,29.5216951,-95.5521507,-95.7040103,29.57076669,-95.63554512,1065.05,26868,95.72075968,97.10155403,111840,587270,390628,444138,283674,52,1817550,13,454387.5,31078886.32,194880902.6,116178949.4,135208093.9,93990834.14,16121.22897,571337666.5,"[[0,1764],[5,6519],[10,8144],[15,5802],[20,2624],[25,954],[30,404],[35,157],[40,85],[45,48],[50,31],[55,19],[60,32],[65,25],[70,13],[75,12],[80,10],[85,11],[90,11],[95,12],[100,7],[105,16],[110,3],[115,6],[120,5],[125,3],[130,11],[135,5],[140,4],[145,1],[150,4],[155,3],[160,2],[165,7],[170,2],[180,3],[185,4],[190,1],[195,3],[200,2],[205,1],[210,3],[215,1],[220,2],[225,2],[230,2],[235,2],[240,5],[255,3],[260,1],[265,3],[280,1],[290,1],[295,1],[305,2],[320,2],[335,1],[340,1],[350,1],[365,2],[370,1],[375,1],[400,2],[415,2],[420,1],[425,1],[440,1],[445,2],[450,2],[460,1],[510,1],[515,2],[520,1],[530,1],[540,2],[590,1],[610,1],[635,1],[655,1],[685,1],[705,1],[725,1],[735,1],[745,1],[795,1],[815,1],[830,1],[835,1],[850,1],[870,1],[880,1],[890,1],[905,1],[925,1],[945,1],[955,1],[995,1],[1005,2],[1020,1],[1025,1],[1030,1],[1125,1],[1170,1],[1260,1],[1280,1],[1405,1],[1575,1],[1775,1],[1830,1],[1835,1],[1860,1],[1920,1],[2040,1],[2115,1],[2280,1]]",277833.7647,30
77489,Texas,29.6382976,29.5583432,-95.4314633,-95.5488903,29.59808103,-95.51563543,1065.02361,12088,98.31973116,98.37239583,146965,228865,185840,219595,198723,65,979988,16.25,244997,41198041.52,76668811.46,56177544.18,68551232.23,66309639.28,20021.21979,308905268.7,"[[0,368],[5,1638],[10,3036],[15,3663],[20,2264],[25,739],[30,109],[35,30],[40,19],[45,13],[50,13],[55,11],[60,10],[65,15],[70,13],[75,10],[80,8],[85,8],[90,7],[95,4],[100,3],[105,2],[110,3],[115,2],[120,3],[125,6],[130,2],[135,3],[140,2],[145,3],[150,4],[155,3],[165,5],[170,1],[175,3],[180,1],[185,2],[190,2],[200,2],[205,1],[210,1],[215,2],[220,2],[230,2],[235,2],[250,1],[280,1],[295,1],[300,1],[310,1],[315,1],[330,1],[345,1],[355,1],[370,1],[375,6],[390,1],[395,1],[450,1],[460,1],[465,1],[475,1],[505,1],[520,1],[620,1],[675,1],[725,1],[730,1],[760,1],[785,1],[800,1],[810,1],[850,1],[915,1],[965,1],[990,1],[1045,1],[1055,1],[1090,1],[1195,1],[1525,1],[1530,1],[1545,1],[1575,1],[1645,1],[1745,1],[2065,1],[2325,1]]",150216.446,11
77493,Texas,29.9384751,29.7785456,-95.7739523,-95.9062945,29.81194852,-95.81314056,1064.423477,8746,77.53563821,92.41335587,55880,156407,112942,142766,323077,56,791072,14,197768,15635316.22,52685333.19,33839784.2,43830989.78,107563331.4,17631.99492,253554754.8,"[[0,683],[5,1594],[10,2365],[15,1998],[20,929],[25,449],[30,195],[35,99],[40,85],[45,34],[50,30],[55,30],[60,10],[65,12],[70,15],[75,15],[80,17],[85,11],[90,12],[95,10],[100,13],[105,11],[110,5],[115,4],[120,3],[125,8],[130,1],[135,6],[140,7],[145,1],[150,2],[155,1],[160,2],[165,2],[170,2],[175,5],[180,1],[185,2],[190,5],[195,1],[200,4],[205,2],[210,2],[220,2],[225,4],[230,2],[240,1],[250,1],[255,2],[260,1],[270,2],[280,1],[285,2],[290,1],[300,1],[305,1],[315,1],[320,1],[325,1],[335,2],[340,1],[345,1],[365,1],[380,1],[390,1],[395,1],[405,1],[410,1],[440,1],[460,1],[520,1],[565,1],[600,1],[625,1],[745,1],[750,1],[770,1],[785,1],[790,1],[800,1],[840,1],[890,1],[975,1],[1005,1],[1080,1],[1160,1],[1210,2],[1260,1],[1270,1],[1320,1],[1345,1],[1845,1],[2190,1],[2415,1],[4330,1],[5300,1]]",154841.037,7
77494,Texas,29.786231,29.6965544,-95.7595458,-95.8847929,29.73499095,-95.81421779,1065.001773,31622,95.19150708,98.78479273,190796,799219,502561,716810,449635,65,2659021,16.25,664755.25,52888064.38,266622394.4,148421873.5,222241818.5,149077865.2,20381.47224,839252016,"[[0,715],[5,4351],[10,8324],[15,8293],[20,5238],[25,2462],[30,986],[35,337],[40,154],[45,62],[50,48],[55,47],[60,42],[65,31],[70,23],[75,44],[80,28],[85,62],[90,48],[95,22],[100,17],[105,18],[110,14],[115,13],[120,13],[125,7],[130,9],[135,12],[140,7],[145,7],[150,9],[155,5],[160,6],[165,5],[170,1],[175,1],[180,4],[185,4],[190,2],[195,6],[200,3],[205,3],[210,2],[215,6],[220,3],[225,3],[230,4],[235,1],[240,1],[245,3],[255,7],[260,1],[265,1],[270,3],[275,2],[280,1],[285,1],[290,2],[295,4],[300,3],[305,2],[315,3],[320,1],[325,1],[330,3],[335,1],[340,3],[345,2],[350,2],[355,1],[360,2],[370,1],[400,1],[405,2],[415,2],[420,1],[425,3],[430,1],[435,2],[440,1],[455,1],[465,1],[470,1],[475,1],[510,2],[525,1],[530,1],[575,1],[600,1],[605,2],[610,1],[615,1],[655,1],[705,1],[765,1],[770,1],[785,1],[970,1],[985,2],[990,1],[1005,1],[1040,1],[1070,1],[1085,1],[1115,2],[1125,1],[1150,1],[1185,1],[1190,2],[1200,1],[1210,1],[1215,1],[1240,1],[1250,1],[1260,1],[1365,1],[1410,1],[1440,1],[1470,1],[1505,1],[1520,1],[1545,1],[1655,1],[1670,1],[1935,1],[2235,1],[2430,1],[2530,1],[2690,1],[2765,1],[5065,1]]",512566.1811,18
77498,Texas,29.6774025,29.6025554,-95.6157954,-95.6838967,29.64841906,-95.64693207,1065.05,15026,97.29866195,97.47016087,110964,306975,207191,274997,231146,59,1131273,14.75,282818.25,30999599.82,102651699.5,62259421.36,84270824.09,76280883.81,18289.8805,356462428.5,"[[0,716],[5,2596],[10,4406],[15,3973],[20,2077],[25,613],[30,140],[35,66],[40,40],[45,27],[50,31],[55,19],[60,15],[65,15],[70,30],[75,18],[80,30],[85,19],[90,19],[95,10],[100,9],[105,10],[110,10],[115,8],[120,6],[125,5],[130,4],[135,3],[140,4],[145,4],[150,3],[155,3],[160,1],[165,4],[170,4],[175,4],[180,2],[190,1],[195,1],[200,7],[205,2],[210,5],[215,4],[220,3],[225,2],[230,1],[235,2],[255,2],[260,1],[265,2],[275,2],[280,1],[285,2],[290,1],[310,2],[315,1],[325,2],[340,1],[360,3],[375,2],[385,1],[390,1],[400,1],[405,1],[420,1],[425,2],[445,1],[455,1],[475,1],[490,1],[535,1],[550,1],[555,1],[570,1],[590,1],[625,1],[630,1],[670,1],[755,1],[770,1],[830,1],[870,1],[900,1],[950,1],[1005,1],[1145,1],[1305,1],[1570,1],[2045,1],[2140,1],[2520,1]]",173342.8484,13
77501,Texas,29.6930505,29.6925025,-95.199187,-95.2003283,29.69273257,-95.19962177,1064.2,3,100,100,0,0,0,0,5010,1520,5010,380,1252.5,0,0,0,0,1639440.256,494318.4031,1639440.256,"[[305,1],[380,1],[565,1]]",797.2375797,0
77502,Texas,29.6942219,29.6650528,-95.1725957,-95.2339476,29.67954451,-95.19898087,1064.2,9683,98.04349891,93.80025186,88529,156188,102398,143132,272451,53,762698,13.25,190674.5,24621684.58,51359056.86,30706001.7,43792947.16,88899605.66,16350.71953,239379296,"[[0,814],[5,2147],[10,2642],[15,1935],[20,996],[25,377],[30,168],[35,91],[40,57],[45,46],[50,35],[55,30],[60,23],[65,25],[70,27],[75,20],[80,25],[85,22],[90,15],[95,18],[100,12],[105,7],[110,12],[115,14],[120,5],[125,3],[130,10],[135,5],[140,4],[145,5],[150,5],[155,6],[160,6],[165,2],[170,3],[180,1],[190,1],[195,3],[200,3],[205,3],[210,1],[215,3],[220,2],[225,2],[230,3],[235,2],[240,1],[245,1],[255,1],[260,4],[270,1],[275,1],[280,4],[285,1],[290,1],[295,1],[305,1],[320,2],[325,1],[335,2],[340,1],[345,1],[350,1],[360,2],[400,1],[470,1],[485,1],[500,1],[505,1],[525,1],[560,1],[565,1],[630,1],[710,1],[825,1],[840,1],[855,1],[925,1],[1005,1],[1150,1],[1265,1],[1305,1],[1715,1],[1905,1]]",116406.9077,10
77503,Texas,29.7376039,29.6650619,-95.1304622,-95.1824768,29.68881535,-95.15842831,1064.2,6981,96.90414508,93.31640155,74209,121291,54604,80073,349458,52,679635,13,169908.75,20672813.81,40233801.83,16489389.97,24622810.31,114007956.8,16166.61899,216026772.7,"[[0,678],[5,1609],[10,1815],[15,1414],[20,543],[25,193],[30,110],[35,78],[40,70],[45,53],[50,46],[55,43],[60,31],[65,27],[70,16],[75,20],[80,22],[85,15],[90,15],[95,12],[100,17],[105,16],[110,7],[115,8],[120,4],[125,10],[130,5],[135,5],[140,9],[145,3],[150,4],[155,4],[160,3],[165,2],[170,3],[180,2],[185,2],[190,1],[195,2],[200,3],[215,1],[220,2],[225,1],[230,2],[245,2],[250,1],[255,1],[260,1],[265,1],[270,1],[290,1],[295,1],[305,1],[330,1],[360,1],[365,1],[370,2],[375,1],[385,1],[395,3],[415,1],[485,3],[575,1],[605,1],[620,1],[635,1],[640,1],[680,1],[700,1],[710,1],[735,1],[750,1],[760,1],[795,1],[805,1],[910,1],[915,1],[995,2],[1220,1],[1340,1],[1395,1],[1430,1],[1470,1],[1485,1],[1535,1],[1585,1],[1845,1],[1975,1],[2370,1],[2435,1],[2700,1],[3065,1]]",105050.8921,7
77504,Texas,29.6695364,29.6256231,-95.1705381,-95.211152,29.64718978,-95.18824141,1064.2,5434,96.38190955,94.43865137,55155,108625,69597,102130,266093,60,601600,15,150400,15385456.59,36325399.5,20937401.51,31584506.38,87301376.29,18432.3244,191534140.3,"[[0,419],[5,925],[10,1312],[15,1074],[20,516],[25,218],[30,129],[35,118],[40,92],[45,85],[50,61],[55,51],[60,53],[65,38],[70,27],[75,27],[80,27],[85,20],[90,18],[95,21],[100,13],[105,12],[110,12],[115,14],[120,11],[125,7],[130,6],[135,10],[140,12],[145,8],[150,5],[155,4],[160,4],[165,6],[170,2],[175,4],[180,1],[185,3],[190,2],[195,3],[200,2],[205,1],[210,2],[215,2],[220,2],[225,1],[230,2],[240,1],[245,2],[250,3],[255,4],[260,2],[270,1],[275,1],[295,3],[305,1],[310,2],[315,1],[320,1],[325,2],[355,2],[360,1],[365,1],[400,1],[415,1],[435,1],[445,1],[450,1],[460,1],[475,1],[500,1],[525,2],[550,1],[650,1],[745,1],[755,1],[825,1],[835,1],[980,1],[1020,1],[1025,1],[1055,1],[1080,1],[1195,1],[1405,1],[3530,1]]",93140.45684,8
77505,Texas,29.6680415,29.6309337,-95.1127751,-95.1719438,29.64926012,-95.14603708,1064.2,7009,98.40593651,97.87739143,46937,147250,81068,123291,305265,55,703811,13.75,175952.75,13016281.11,48905043.56,24079730.99,37385509.98,100419412.5,17345.15416,223805978.1,"[[0,348],[5,1471],[10,2025],[15,1574],[20,722],[25,267],[30,101],[35,57],[40,39],[45,29],[50,27],[55,29],[60,31],[65,19],[70,17],[75,11],[80,21],[85,10],[90,12],[95,9],[100,11],[105,6],[110,6],[115,5],[120,5],[125,6],[130,7],[135,6],[140,6],[145,7],[150,3],[155,5],[160,3],[165,2],[170,3],[175,3],[180,2],[185,3],[190,3],[195,1],[200,4],[205,3],[210,6],[215,2],[220,2],[225,3],[230,2],[235,1],[240,1],[245,2],[255,2],[260,1],[265,1],[270,1],[275,1],[280,2],[285,2],[295,1],[300,1],[305,1],[310,1],[315,3],[325,1],[340,1],[345,1],[350,2],[365,2],[390,2],[395,1],[405,1],[420,2],[430,2],[435,1],[440,1],[445,1],[450,1],[455,1],[485,1],[495,2],[515,1],[520,1],[550,1],[570,1],[600,1],[615,1],[630,1],[635,1],[710,1],[805,1],[810,1],[820,1],[930,2],[995,1],[1020,1],[1085,1],[1095,1],[1120,1],[1140,1],[1165,1],[1330,1],[1365,1],[1380,1],[1520,1],[1660,1],[1670,1],[1690,1],[1895,1],[1960,1],[2215,1]]",108833.8142,10
77506,Texas,29.7295773,29.6907813,-95.1730031,-95.2363133,29.70266997,-95.19998145,1064.2,8269,97.61129207,91.97997775,64562,107800,62548,84963,376089,40,695962,10,173990.5,18222214.26,35509678.96,18683583.69,26229678.66,122366684.2,12379.30537,221011839.8,"[[0,1267],[5,2719],[10,2224],[15,911],[20,337],[25,142],[30,85],[35,54],[40,51],[45,43],[50,44],[55,26],[60,35],[65,21],[70,23],[75,19],[80,16],[85,16],[90,13],[95,9],[100,14],[105,13],[110,13],[115,7],[120,7],[125,11],[130,10],[135,6],[140,4],[145,4],[150,8],[155,2],[160,6],[165,2],[170,1],[175,1],[180,1],[185,1],[190,6],[195,3],[200,1],[205,2],[210,2],[215,2],[220,3],[225,5],[235,1],[240,2],[245,1],[260,2],[265,2],[270,1],[280,1],[305,1],[310,1],[315,1],[335,1],[340,4],[365,2],[370,2],[375,1],[390,2],[395,1],[400,1],[410,2],[430,1],[440,1],[450,1],[460,2],[485,2],[495,3],[500,1],[510,1],[515,3],[525,1],[540,1],[545,1],[560,1],[590,1],[630,2],[635,1],[645,1],[670,1],[715,1],[725,1],[750,1],[785,1],[790,1],[795,1],[840,1],[870,1],[875,1],[890,1],[935,1],[940,1],[1015,1],[1105,1],[1140,1],[1150,1],[1275,1],[1285,1],[1340,1],[1480,1],[1580,1],[1845,1],[1985,1],[2040,1],[2340,1]]",107475.0626,6
77507,Texas,29.651263,29.5952316,-94.9988474,-95.1157056,29.62751271,-95.06002053,1064.2,739,71.63120567,91.46039604,7295,7692,3910,5803,413607,145,438307,36.25,109576.75,2128148.904,2643516.08,1213205.065,1884424.655,136305016.4,46615.82617,144174311.1,"[[0,53],[5,83],[10,66],[15,42],[20,42],[25,47],[30,29],[35,38],[40,18],[45,20],[50,16],[55,18],[60,14],[65,10],[70,11],[75,9],[80,10],[85,8],[90,4],[95,7],[100,3],[105,8],[110,3],[115,10],[120,7],[125,2],[130,5],[135,5],[140,8],[145,4],[150,4],[155,7],[160,2],[165,3],[170,2],[175,4],[180,1],[185,1],[190,1],[195,6],[200,2],[205,1],[210,5],[215,1],[220,1],[225,2],[230,3],[235,1],[240,2],[250,1],[255,1],[265,3],[270,1],[275,4],[280,2],[285,4],[290,1],[300,1],[305,1],[310,2],[320,1],[330,2],[335,1],[340,1],[345,2],[350,1],[355,3],[365,1],[375,2],[380,2],[390,1],[400,1],[405,1],[450,2],[465,1],[470,3],[475,1],[480,1],[490,2],[500,1],[505,1],[510,1],[525,1],[530,1],[615,1],[625,2],[630,1],[680,1],[720,1],[730,1],[755,1],[760,1],[765,1],[805,1],[830,1],[860,1],[885,1],[890,1],[895,1],[955,1],[1055,1],[1185,1],[1225,1],[1355,1],[1775,2],[1870,1],[2200,1],[2350,1],[2555,1],[2610,1],[2765,1],[2785,1],[3205,1],[3515,1],[3575,1],[3815,1],[4490,1]]",70110.01372,1
77510,Texas,29.4251296,29.2951834,-95.0435859,-95.1212109,29.36987586,-95.0867922,1099.9,6531,88.31357368,89.46575342,50790,101143,64435,95940,106205,50,418513,12.5,104628.25,14800309.74,34478925.93,19822077.66,30248289.9,35424504.4,15869.59286,134774107.6,"[[0,880],[5,1523],[10,1556],[15,1141],[20,645],[25,331],[30,149],[35,108],[40,43],[45,31],[50,25],[55,16],[60,12],[65,6],[70,8],[75,3],[80,5],[85,5],[95,5],[100,2],[110,4],[115,2],[125,2],[130,1],[135,1],[140,1],[145,1],[150,2],[155,4],[165,1],[175,1],[180,1],[185,2],[195,1],[205,1],[255,1],[260,1],[370,2],[405,1],[465,1],[550,1],[600,1],[605,1],[735,1],[1110,1],[1165,1]]",65538.82214,11
77511,Texas,29.527854,29.225924,-95.1210786,-95.4151662,29.41400613,-95.25149092,1094.498184,16143,79.01265611,85.62108836,119139,241223,175361,207935,460302,47,1203960,11.75,300990,34561823.41,80582447.27,54038497.61,65125534.2,152285982.1,14985.70659,386594284.6,"[[0,2482],[5,4045],[10,3658],[15,2542],[20,1322],[25,687],[30,327],[35,235],[40,133],[45,81],[50,81],[55,71],[60,51],[65,45],[70,24],[75,34],[80,20],[85,28],[90,21],[95,13],[100,17],[105,13],[110,17],[115,8],[120,9],[125,8],[130,7],[135,4],[140,5],[145,4],[150,8],[155,3],[160,10],[165,7],[170,5],[175,6],[180,9],[185,4],[190,1],[195,2],[200,2],[205,5],[210,1],[215,4],[230,1],[235,3],[240,1],[245,3],[250,3],[255,1],[260,2],[265,1],[270,5],[275,1],[280,1],[285,2],[290,2],[300,2],[305,3],[320,1],[330,1],[335,1],[360,1],[365,1],[375,1],[385,1],[390,1],[400,2],[405,1],[425,2],[445,1],[450,1],[455,1],[460,1],[475,1],[480,1],[510,1],[515,1],[520,1],[550,2],[575,1],[580,1],[590,1],[620,1],[650,1],[675,2],[715,1],[760,1],[770,1],[780,1],[795,1],[850,1],[960,1],[965,2],[1005,1],[1020,1],[1025,1],[1045,1],[1050,1],[1055,1],[1245,1],[1275,1],[1345,1],[1700,1],[1820,1],[2135,1],[2250,1]]",187995.5616,19
77515,Texas,29.3003668,29.0656183,-95.2945592,-95.6050908,29.1709983,-95.4368588,1093.95,9161,72.47198979,89.63796477,94734,161731,77070,122852,311187,50,767574,12.5,191893.5,27330155.48,54162645.41,23385914.75,38576237.09,103327574.8,15603.15076,246782527.5,"[[0,1139],[5,2203],[10,2285],[15,1509],[20,729],[25,375],[30,210],[35,139],[40,79],[45,77],[50,42],[55,42],[60,30],[65,30],[70,24],[75,25],[80,12],[85,14],[90,15],[95,11],[100,6],[105,6],[110,10],[115,13],[120,6],[125,4],[130,9],[135,6],[140,11],[145,3],[150,2],[155,7],[160,6],[165,2],[170,3],[175,2],[185,3],[190,5],[200,3],[205,1],[210,1],[215,2],[220,4],[225,2],[230,1],[235,1],[240,1],[250,2],[260,4],[265,1],[270,1],[275,1],[280,1],[300,1],[305,1],[310,2],[315,1],[335,1],[350,1],[355,1],[360,1],[365,2],[370,1],[380,1],[405,1],[420,1],[430,2],[510,1],[585,1],[655,1],[675,1],[680,1],[690,1],[700,1],[730,2],[740,1],[830,1],[845,1],[950,1],[970,1],[985,1],[990,1],[1285,1],[1300,1],[1575,1],[1605,1],[1770,1],[2320,1],[2730,1],[4040,1]]",120006.9988,10
77517,Texas,29.4384722,29.3092613,-95.1027738,-95.1576855,29.38366574,-95.12897147,1099.899397,3064,88.15130261,87.07019039,20343,45831,36847,40393,45054,48,188468,12,47117,5949821.722,15540802.21,11576804.41,12527574.45,14958004.82,15240.07002,60553007.61,"[[0,457],[5,719],[10,726],[15,457],[20,309],[25,170],[30,74],[35,45],[40,40],[45,7],[50,15],[55,9],[60,7],[65,5],[70,3],[75,1],[80,1],[85,1],[90,2],[95,2],[100,3],[110,3],[130,2],[135,1],[150,1],[175,1],[180,1],[480,1],[1235,1]]",29446.10701,6
77518,Texas,29.52446,29.4865653,-94.9611258,-95.0054077,29.50667051,-94.98808483,1099.9,2205,69.0625,76.74904281,12280,26993,17711,24960,32899,38,114843,9.5,28710.75,3558337.686,8861716.285,5209959.091,8066690.022,10799272.38,12354.02368,36495975.46,"[[0,477],[5,649],[10,539],[15,290],[20,110],[25,62],[30,14],[35,14],[40,11],[45,6],[50,4],[55,6],[60,4],[65,1],[70,2],[75,2],[80,1],[85,1],[90,2],[105,1],[110,3],[115,1],[145,1],[230,1],[300,1],[1035,1],[1100,1]]",17747.49829,3
77520,Texas,29.7903461,29.705195,-94.8993808,-95.0785156,29.74171736,-94.97945841,1064.228526,12385,95.20625088,91.57116451,130687,198224,151470,159043,420372,50,1059796,12.5,264949,37324233.07,66116244.42,46400019.47,49549623.55,139581626.8,15270.40128,338971747.3,"[[0,1550],[5,3106],[10,2786],[15,1734],[20,1127],[25,694],[30,353],[35,209],[40,138],[45,86],[50,67],[55,49],[60,57],[65,29],[70,37],[75,27],[80,22],[85,30],[90,13],[95,17],[100,9],[105,13],[110,15],[115,8],[120,11],[125,11],[130,15],[135,6],[140,4],[145,4],[150,8],[155,5],[160,3],[165,3],[170,4],[175,8],[180,6],[185,7],[190,4],[195,3],[200,2],[205,3],[210,3],[215,3],[220,3],[225,3],[230,7],[235,2],[240,1],[255,3],[260,2],[265,1],[270,1],[275,2],[280,1],[290,1],[295,3],[305,1],[310,3],[315,3],[320,2],[325,1],[330,2],[340,2],[345,1],[350,2],[355,2],[365,2],[380,2],[405,1],[415,1],[420,1],[430,1],[445,2],[480,1],[520,1],[530,2],[540,2],[550,1],[555,1],[590,1],[630,1],[650,1],[655,1],[660,1],[675,1],[685,1],[710,1],[725,1],[745,1],[785,1],[840,2],[850,1],[895,1],[925,1],[1045,1],[1125,1],[1145,2],[1180,1],[1215,1],[1275,1],[1330,1],[1335,1],[1535,1],[1915,1],[2100,1],[2775,1]]",207109.0398,2
77521,Texas,29.884707,29.7506547,-94.9014892,-95.047143,29.78741728,-94.97018496,1064.880484,16516,91.08171206,94.07609934,184255,336017,235768,285894,480251,63,1522185,15.75,380546.25,52010628.69,112737398.4,70176303.08,89796195.56,159388788.3,19769.72583,484109314.1,"[[0,1099],[5,2588],[10,3869],[15,3805],[20,2440],[25,966],[30,434],[35,244],[40,157],[45,108],[50,83],[55,83],[60,62],[65,51],[70,58],[75,51],[80,39],[85,30],[90,21],[95,15],[100,19],[105,11],[110,16],[115,9],[120,14],[125,17],[130,10],[135,15],[140,11],[145,6],[150,4],[155,6],[160,10],[165,8],[170,7],[175,5],[180,8],[185,2],[190,7],[195,4],[200,3],[205,4],[210,5],[215,1],[220,1],[225,4],[240,5],[245,1],[250,2],[255,3],[260,2],[265,1],[270,5],[280,3],[285,4],[295,1],[300,1],[305,1],[310,2],[325,1],[335,1],[345,2],[350,2],[355,1],[360,1],[365,4],[370,1],[375,2],[390,2],[405,1],[415,1],[420,1],[425,1],[435,2],[445,1],[450,2],[455,1],[465,1],[475,1],[495,1],[510,1],[525,2],[530,2],[545,3],[630,1],[640,1],[665,1],[690,1],[695,1],[700,1],[715,2],[730,1],[755,1],[775,1],[790,1],[810,1],[825,1],[840,1],[860,1],[870,1],[935,1],[940,1],[1025,1],[1060,1],[1080,1],[1095,1],[1120,2],[1135,1],[1145,1],[1160,1],[1170,1],[1220,1],[1310,1],[1390,1],[1900,1],[1915,1],[2040,1],[2300,1],[2325,1]]",295479.4449,0
77523,Texas,29.8862167,29.6562849,-94.7841475,-94.9752938,29.79910083,-94.8616776,1071.126878,585,6.143405661,85.02906977,4425,8642,5668,7807,102106,48,128648,12,32162,1284318.197,2936905.21,1725980.311,2500107.473,34475933.35,15786.28716,42923244.54,"[[0,69],[5,145],[10,142],[15,76],[20,58],[25,24],[30,12],[35,6],[40,2],[45,2],[50,2],[55,4],[60,1],[65,1],[70,3],[75,8],[80,3],[85,1],[95,2],[100,1],[125,1],[130,1],[140,1],[145,1],[180,1],[200,1],[210,1],[220,1],[250,1],[315,1],[360,1],[380,1],[385,1],[390,1],[395,1],[495,1],[755,1],[1505,1],[2285,1],[2405,1],[3030,1],[4040,1],[4785,1]]",26226.11177,0
77530,Texas,29.8192569,29.7499364,-95.0633049,-95.1603739,29.79035832,-95.12854169,1064.2,10373,92.60691179,88.37863168,81734,146036,97148,129009,359955,45,813882,11.25,203470.5,22845533.14,48183304.59,29082604.53,39669038.85,116779546.2,13822.27178,256560027.3,"[[0,1532],[5,2842],[10,2535],[15,1640],[20,793],[25,330],[30,112],[35,81],[40,56],[45,47],[50,36],[55,22],[60,23],[65,24],[70,18],[75,22],[80,9],[85,22],[90,20],[95,8],[100,7],[105,8],[110,11],[115,8],[120,5],[125,6],[130,3],[135,5],[140,9],[145,8],[150,5],[155,4],[160,4],[165,3],[170,4],[175,2],[180,2],[185,2],[190,1],[195,7],[200,3],[205,3],[210,2],[215,3],[220,3],[225,1],[230,2],[235,1],[240,1],[245,2],[250,1],[255,4],[260,1],[265,1],[275,1],[280,1],[285,5],[290,3],[305,2],[310,2],[340,1],[350,3],[360,2],[365,2],[380,1],[385,1],[390,1],[405,3],[410,1],[420,2],[425,1],[450,1],[460,2],[475,1],[495,1],[525,1],[530,1],[540,1],[555,1],[560,1],[605,1],[620,1],[630,1],[680,1],[685,2],[730,1],[815,1],[825,1],[830,1],[835,1],[840,1],[850,1],[880,1],[945,1],[950,1],[1000,1],[1035,1],[1050,1],[1170,1],[1180,1],[1345,1],[1375,1],[1500,1],[1550,1],[2285,1],[2570,1]]",124761.6645,10
77531,Texas,29.1085807,28.9761755,-95.338479,-95.4323433,29.03327875,-95.40212595,1093.95,4676,91.09589041,90.14844804,46753,78717,51800,71438,320147,54,568855,13.5,142213.75,13622120.62,26387589.62,15820702.47,22441781.84,107292819.1,16763.80293,185565013.7,"[[0,495],[5,1074],[10,1065],[15,722],[20,301],[25,161],[30,112],[35,89],[40,69],[45,65],[50,55],[55,42],[60,38],[65,33],[70,33],[75,31],[80,15],[85,22],[90,10],[95,17],[100,24],[105,17],[110,12],[115,6],[120,9],[125,7],[130,7],[135,6],[140,10],[145,7],[150,3],[155,3],[160,5],[165,2],[170,3],[175,2],[180,4],[185,4],[190,2],[195,4],[205,4],[210,3],[215,4],[225,4],[230,1],[235,2],[240,2],[245,1],[255,4],[265,2],[270,1],[275,2],[280,1],[285,1],[295,5],[300,1],[305,1],[310,1],[315,3],[330,1],[335,2],[340,1],[350,1],[360,1],[365,1],[370,1],[380,1],[385,1],[390,2],[395,1],[400,1],[410,2],[415,1],[420,1],[425,1],[450,2],[460,1],[465,1],[470,1],[475,2],[490,1],[520,1],[555,1],[585,1],[635,1],[645,1],[665,1],[725,1],[940,1],[960,1],[985,1],[1025,1],[1130,1],[1220,1],[1250,1],[1300,1],[1420,1],[1445,1],[1665,1],[2500,2]]",90237.75147,2
77532,Texas,30.0272361,29.8424233,-94.980694,-95.1469127,29.92757318,-95.07071184,1064.2,6382,51.52314553,77.80080458,31999,97373,58189,71609,116676,41,375846,10.25,93961.5,8950818.376,30975399.81,17123197.46,21459716.08,38050637.29,12249.16313,116559769,"[[0,1216],[5,1866],[10,1538],[15,899],[20,388],[25,163],[30,101],[35,39],[40,30],[45,18],[50,17],[55,8],[60,9],[65,9],[70,6],[75,8],[80,5],[85,5],[90,1],[95,4],[100,5],[105,3],[110,1],[115,2],[125,6],[130,4],[140,1],[145,1],[150,2],[160,2],[170,1],[180,2],[195,1],[210,2],[225,1],[245,1],[265,2],[270,2],[280,1],[285,1],[305,1],[385,1],[600,1],[620,1],[675,1],[865,1],[915,1],[1035,1],[1110,1],[1555,1],[2605,1]]",71217.2117,0
77534,Texas,29.3101266,29.1444858,-95.2501833,-95.3800402,29.22655532,-95.33584059,1093.95,595,37.35871505,94.74522293,7578,10762,7379,6523,8605,58,40847,14.5,10211.75,2183539.475,3607472.109,2335635.56,2021383.069,2857335.198,18328.91523,13005365.41,"[[0,61],[5,108],[10,139],[15,124],[20,70],[25,35],[30,20],[35,9],[40,6],[45,5],[50,4],[55,1],[60,1],[70,4],[75,1],[85,1],[90,1],[95,1],[100,3],[135,1]]",6324.332957,0
